Date,TempHighF,TempAvgF,TempLowF,DewPointHighF,DewPointAvgF,DewPointLowF,HumidityHighPercent,HumidityAvgPercent,HumidityLowPercent,SeaLevelPressureHighInches,SeaLevelPressureAvgInches,SeaLevelPressureLowInches,VisibilityHighMiles,VisibilityAvgMiles,VisibilityLowMiles,WindHighMPH,WindAvgMPH,WindGustMPH,PrecipitationSumInches,Events
2017-05-12,88,76,63,70,57,50,93,61,29,29.96,29.9,29.83,10,9,4,14,7,25,0,Thunderstorm
2017-05-13,89,74,58,58,54,52,80,54,27,29.97,29.91,29.84,10,10,10,10,3,16,0, 
2017-05-14,93,78,62,65,61,58,90,63,36,29.96,29.89,29.83,10,10,10,13,5,20,0, 
2017-05-15,92,80,67,66,64,63,93,67,41,29.97,29.9,29.81,10,10,9,15,7,24,0, 
2017-05-16,86,78,70,69,67,65,90,74,57,29.89,29.8,29.7,10,10,10,20,9,32,0, 
2017-05-17,90,80,70,74,69,58,100,67,34,29.84,29.77,29.68,10,8,2,14,5,24,0.12,Rain
2017-05-18,94,84,73,73,71,65,94,72,49,29.82,29.75,29.66,10,8,5,20,10,33,T, 
2017-05-19,95,85,75,71,69,67,87,64,41,29.81,29.74,29.68,10,10,10,18,9,28,0, 
2017-05-20,84,75,66,71,67,65,93,77,61,29.99,29.89,29.77,10,9,1,15,4,23,1.22,"Rain , Thunderstorm"
2017-05-21,78,70,62,67,61,57,93,74,54,30.11,30.05,29.98,10,8,1,14,6,25,0.67,"Rain , Thunderstorm"
2017-05-22,77,69,61,65,62,58,93,81,69,30.1,29.99,29.89,10,10,7,9,4,16,0.02,Rain
2017-05-23,86,72,58,65,62,51,100,73,45,29.96,29.89,29.78,10,8,2,21,5,33,0.07,"Rain , Thunderstorm"
2017-05-24,87,72,56,55,49,43,86,54,21,29.95,29.83,29.7,10,10,10,12,5,19,0, 
2017-05-25,94,78,62,70,60,52,76,55,34,29.77,29.72,29.65,10,10,10,17,7,29,0, 
2017-05-26,92,84,75,75,72,70,87,70,52,29.89,29.81,29.74,10,10,7,13,6,24,0, 
2017-05-27,97,87,76,76,74,72,94,71,48,29.91,29.85,29.76,10,6,2,15,7,23,0.01,Rain
2017-05-28,94,80,66,73,71,62,93,73,52,29.98,29.87,29.77,10,9,2,18,4,34,0.47,"Rain , Thunderstorm"
2017-05-29,88,78,68,69,67,64,93,70,46,30.11,30,29.92,10,10,10,8,2,11,0, 
2017-05-30,88,78,68,68,66,63,90,68,45,30.07,30.02,29.97,10,10,10,8,2,14,0, 
2017-05-31,85,77,68,70,68,62,97,74,51,30.08,30.01,29.94,10,10,9,17,2,26,0.02,Rain
2017-06-01,89,78,67,71,68,65,97,75,53,30.04,29.95,29.86,10,10,9,10,4,16,0, 
2017-06-02,92,83,74,72,71,66,93,70,47,29.98,29.92,29.8,10,10,10,12,5,16,T, 
2017-06-03,92,82,71,73,71,65,94,69,44,29.96,29.9,29.81,10,10,2,12,4,20,0.24,"Rain , Thunderstorm"
2017-06-04,91,80,68,71,69,66,100,76,52,29.9,29.83,29.75,10,9,2,12,1,24,0.17,"Rain , Thunderstorm"
2017-06-05,90,78,66,70,68,65,100,72,44,29.79,29.74,29.68,10,9,0,25,3,41,1.39,"Fog , Rain , Thunderstorm"
2017-06-06,92,81,70,70,66,60,97,67,36,29.88,29.82,29.78,10,10,10,14,5,25,0, 
2017-06-07,95,83,70,68,62,54,84,55,26,29.94,29.9,29.86,10,10,10,9,3,17,0, 
2017-06-08,93,83,73,68,66,64,79,60,41,29.97,29.9,29.82,10,10,10,9,4,14,0, 
2017-06-09,90,82,74,71,69,65,87,69,50,29.93,29.87,29.78,10,10,10,13,6,20,0, 
2017-06-10,93,82,70,69,65,59,84,62,40,29.93,29.86,29.8,10,10,10,14,6,21,0, 
2017-06-11,93,83,73,70,68,62,87,62,36,29.96,29.9,29.82,10,10,10,13,7,21,0, 
2017-06-12,94,85,75,72,68,62,87,62,36,29.96,29.89,29.81,10,10,2,15,7,22,T,Rain
2017-06-13,98,87,76,73,71,68,88,63,38,29.94,29.87,29.8,10,10,10,18,7,27,0, 
2017-06-14,96,87,78,74,71,67,85,63,41,29.99,29.9,29.83,10,10,7,14,8,23,0, 
2017-06-15,99,88,76,74,71,67,94,65,35,29.99,29.92,29.82,10,10,10,13,7,20,0, 
2017-06-16,98,88,77,73,70,66,82,60,38,29.91,29.82,29.72,10,10,10,16,7,29,0, 
2017-06-17,101,89,77,75,72,68,85,61,36,29.81,29.73,29.64,10,10,10,15,8,28,0, 
2017-06-18,100,89,78,74,71,67,85,60,35,29.82,29.75,29.68,10,10,10,13,7,23,0, 
2017-06-19,92,84,76,74,72,68,94,72,49,30.03,29.92,29.82,10,10,2,13,4,19,0.01,"Rain , Thunderstorm"
2017-06-20,98,87,76,72,69,66,82,60,38,29.98,29.92,29.84,10,10,10,10,5,17,0, 
2017-06-21,97,86,75,72,64,53,82,54,26,29.9,29.79,29.68,10,10,10,14,6,22,0, 
2017-06-22,99,88,76,72,67,64,74,54,33,29.76,29.67,29.6,10,10,10,10,5,17,0, 
2017-06-23,104,91,78,75,72,68,91,63,35,29.88,29.76,29.68,10,10,8,14,7,22,0, 
2017-06-24,85,79,72,76,71,66,85,70,55,30.12,30.02,29.89,10,8,1,13,5,23,0.14,Rain
2017-06-25,90,83,75,74,71,67,87,67,47,30.19,30.11,30.05,10,10,7,13,5,19,0.02,Rain
2017-06-26,91,82,72,74,72,67,100,74,47,30.15,30.08,29.95,10,8,1,15,2,22,1.07,"Rain , Thunderstorm"
2017-06-27,91,81,71,74,72,67,100,75,50,30.05,30,29.9,10,7,2,20,3,30,0.01,Rain
2017-06-28,92,82,71,72,70,67,93,70,47,29.96,29.91,29.81,10,10,10,10,4,18,0, 
2017-06-29,99,87,75,75,73,70,94,68,42,29.91,29.85,29.77,10,10,10,13,6,23,0, 
2017-06-30,98,89,79,75,73,70,85,64,42,29.95,29.88,29.84,10,10,10,16,8,27,0, 
2017-07-01,98,89,79,76,72,66,85,62,38,30.13,30.02,29.92,10,9,6,15,7,24,T, 
2017-07-02,100,89,78,75,72,66,91,63,35,30.18,30.06,29.95,10,10,8,14,6,25,0, 
2017-07-03,99,88,76,74,71,67,88,62,35,30.09,30,29.89,10,10,10,13,7,26,0, 
2017-07-04,101,90,78,74,72,66,85,60,35,30.07,29.97,29.86,10,10,10,13,7,28,0, 
2017-07-05,99,89,78,74,70,60,85,58,31,30.12,30.01,29.92,10,10,10,13,6,19,0, 
2017-07-06,100,89,77,74,71,63,88,60,31,30.15,30.06,29.98,10,10,10,12,4,20,0,Thunderstorm
2017-07-07,99,87,75,74,71,65,88,61,33,30.13,30.05,29.98,10,10,10,15,3,27,0.02,"Rain , Thunderstorm"
2017-07-08,100,88,75,71,67,62,87,59,31,30.09,30.02,29.94,10,10,10,9,3,17,0,Thunderstorm
2017-07-09,101,89,77,71,67,60,82,56,29,30.04,29.99,29.91,10,10,10,12,4,19,0, 
2017-07-10,100,88,76,72,65,58,87,57,26,29.99,29.95,29.89,10,10,10,12,5,20,0, 
2017-07-11,101,89,77,73,69,58,88,58,27,30.05,29.96,29.87,10,10,10,14,7,22,0, 
2017-07-12,101,89,77,73,70,59,88,59,29,30.07,29.99,29.93,10,10,10,13,6,20,0, 
2017-07-13,102,90,77,74,70,63,88,59,29,30.15,30.06,29.97,10,10,10,10,3,19,0, 
2017-07-14,101,89,77,74,69,61,88,58,27,30.16,30.07,29.98,10,10,10,15,4,22,0, 
2017-07-15,103,87,71,73,70,63,100,65,29,30.07,30.01,29.94,10,9,2,23,3,35,0.16,"Rain , Thunderstorm"
2017-07-16,99,84,68,71,69,65,100,67,33,29.99,29.93,29.84,10,9,6,12,3,24,0, 
2017-07-17,98,88,77,75,71,66,88,63,38,29.94,29.9,29.84,10,10,10,16,3,23,T,"Rain , Thunderstorm"
2017-07-18,100,88,76,74,70,65,88,61,33,30.03,29.98,29.93,10,10,10,14,5,20,0, 
2017-07-19,101,89,77,74,70,63,88,60,31,30.17,30.07,29.99,10,10,10,18,5,29,0, 
2017-07-20,103,90,77,75,69,61,85,56,27,30.12,30.03,29.93,10,10,10,14,5,22,0, 
2017-07-21,104,91,77,74,68,61,85,56,27,30.01,29.95,29.86,10,10,10,14,5,24,T, 
2017-07-22,103,90,77,74,68,61,88,58,27,29.96,29.9,29.81,10,10,10,13,6,22,0, 
2017-07-23,103,90,77,74,71,66,85,58,31,29.93,29.88,29.82,10,10,2,13,4,24,0.04,"Rain , Thunderstorm"
2017-07-24,102,89,76,75,71,56,91,60,29,30.01,29.95,29.89,10,10,9,13,3,19,0.01,"Rain , Thunderstorm"
2017-07-25,103,91,78,75,71,63,91,61,31,30.11,30.03,29.95,10,10,9,15,7,24,0, 
2017-07-26,103,91,78,75,70,61,91,58,25,30.13,30.03,29.93,10,10,10,15,6,27,T, 
2017-07-27,103,89,75,71,67,61,82,54,25,30.04,29.97,29.88,10,10,10,12,5,21,0, 
2017-07-28,105,91,76,71,64,55,87,54,20,29.97,29.9,29.81,10,10,10,14,5,20,0, 
2017-07-29,107,92,77,72,64,55,82,51,19,29.91,29.86,29.79,10,10,10,12,4,17,0, 
2017-07-30,106,93,79,70,68,63,69,48,27,29.96,29.91,29.87,10,10,10,13,4,20,0, 
2017-07-31,99,88,77,66,61,54,64,43,22,30.04,29.97,29.91,10,10,10,12,4,20,0, 
